2000,LSU,26,5
2000,Maryland,24,9
2000,MIAMI,21,10
2000,MIAMI,21,10
2000,Michigan ST,26,7
2000,Michigan ST,26,7
2000,Michigan ST,26,7
2000,Michigan ST,26,7
2000,Michigan ST,26,7
2000,Michigan ST,26,7
2000,N CAROLINA,18,13
2000,N CAROLINA,18,13
2000,N CAROLINA,18,13
2000,N CAROLINA,18,13
2000,Ohio ST,22,6
2000,Oklahoma,26,6
2000,Oklahoma ST,24,6
2000,Oklahoma ST,24,6
2000,Oklahoma ST,24,6
2000,Pepperdine,24,8
2000,Purdue,21,9
2000,Purdue,21,9
2000,Purdue,21,9
