@relation tournament_winnersStripped

@attribute assists_per_game numeric
@attribute blocks_per_game numeric
@attribute field_goal_percentage numeric
@attribute field_goal_percentage_allowed numeric
@attribute losses numeric
@attribute offensive_rebounds_per_game numeric
@attribute pf_per_game numeric
@attribute ppg numeric
@attribute rebounds_per_game numeric
@attribute rebounds_per_game_allowed numeric
@attribute steals_per_game_allowed numeric
@attribute three_point_percentage numeric
@attribute three_point_percentage_allowed numeric
@attribute turnovers_per_game numeric
@attribute wins numeric
@attribute won_tournament {0,1}

@data
15,4.3,46.4,40.6,5,10.9,17.1,73.6,35.3,34.4,5.1,34.3,32.9,12.8,25,0
12.1,2.7,44.6,44.8,10,13,19.5,72.2,35.6,32.4,6.9,33.3,35.6,15.5,20,0
15.5,3.9,46.7,38.9,4,11.8,18.4,80.7,38.8,33,6.6,39.8,33.1,14,29,0
14.7,4.2,45.9,44.4,9,10.4,16.3,75.2,36.7,32.2,6.3,35.9,37.9,13.3,20,0
17.1,2.6,48.7,42.8,6,11.1,19.4,78.5,36.6,29.7,6.9,35.5,35.5,13.5,22,0
14.2,4.5,45.2,42.5,10,10.1,16,68,34.1,31.4,8.2,34.9,31.7,15.8,21,0
13.9,3.2,44.5,41,10,12.5,15.6,72.5,40.6,32.1,7.6,34.3,31.7,14.6,22,0
13.7,3,45.8,42.4,12,9.1,17.2,69.4,36.1,32.5,8.5,35.4,33,16.8,18,0
19.1,3.8,49.9,40.1,4,12.2,17.9,88,40.9,33.3,8.9,40.3,34.1,15.9,27,1
15.3,4.3,48.1,43.1,10,7.5,17.4,72.2,33.4,32.4,5.8,38.2,39.4,11.4,21,0
15,4.4,45.5,43.2,13,9.3,18.7,73.1,32,34.3,6.2,37,32.4,12.2,19,0
15,5.2,45.7,38.8,6,10.6,15.7,69.5,39.7,32.2,7.5,27,30.5,14.4,24,0
15,3.5,49.3,41.6,6,8.6,16.9,75.5,34.2,32.2,7.1,39.1,31.5,13.7,26,0
15.8,3.3,43.5,46.5,9,13.9,18.9,84.6,40.7,33.8,6.1,35.9,35.6,12.8,20,0
14.8,2.4,45,47.3,18,10.6,17.6,70.9,32.7,35.1,5.8,33.9,37.4,12,12,0
11.6,2.7,46.2,43.4,10,9.3,17.8,71.5,33.2,33.6,6.4,32.9,36.4,13,21,0
15.5,4.1,47.6,43,7,11.8,18.3,75.2,35.5,31.5,6.9,37.2,29.2,13.5,24,0
16.8,2.6,49.7,44.5,6,9.5,18.2,78.3,34.2,29.1,5.9,42.6,34.8,13.5,24,0
16.2,4.4,44.5,40.7,5,11.1,17.5,71.5,36.5,34.4,5.1,33.7,32.7,12,28,0
14.9,3.1,49.7,41.4,3,8.8,14.7,72.8,35.7,29.8,7.3,38.2,33.5,13.6,26,0
14.5,3.2,43.3,40.4,8,10.4,19.6,68.3,37.4,32.9,7.4,34.1,33.3,15.3,20,0
15.1,4.2,47.1,40.4,8,12.4,17.1,72.3,38.1,29.6,5.3,37.9,33.9,14,20,0
13.5,2.9,45.1,42.5,7,9.7,19.5,67.6,32.8,32.3,5.9,36.5,34.1,12.5,26,0
11.8,3.7,46.3,41.7,8,9.2,17.3,63.2,30.8,30.8,5,31.1,34,13.8,24,0
11.2,3.3,43.6,42.4,8,10.7,18.2,69.8,36.5,32.5,6.5,34.9,32.6,15.4,25,0
12,2.7,43.5,42.5,12,10.3,18,70.1,35.9,35.5,6.9,34.2,37.7,13.8,18,0
15.4,4.6,48.3,39,6,11.9,15.8,74.9,38,34.1,7.1,31.2,32.6,13.4,27,0
13.1,4.3,45.6,39.4,10,12,17.7,76.9,40.3,34.8,7,38.8,32,14,20,0
16.8,3.7,47.6,43.3,10,9.3,16.8,76.8,35,35.8,6.4,37.8,37.2,12.8,20,0
15.5,3,45.1,44,10,10,19.5,77.5,33,37.8,5.9,34.7,35.2,13.2,21,0
15.6,4.3,46.1,42.5,8,10.8,18.7,69.8,36.1,30.1,7.9,37.3,34.3,14.6,24,0
14.4,2.6,45.2,44.6,10,10.1,18.3,73.8,36.8,32.8,6.2,34.8,33.5,15.7,18,0
14.7,2.7,51.4,42.5,5,9.4,14.5,68,34.2,23.7,7.8,37.3,34.5,14.1,27,0
17.2,2.9,52.4,39.6,7,8.2,13.8,72.3,34.4,27.6,6.3,39.1,32,12.4,24,0
14.5,2,45.5,40.3,10,12.4,16.8,72.7,41.5,30.6,8.3,30.3,34.2,17.1,20,0
16.5,3,46.1,43.4,7,9.5,16.6,74.7,34.2,32.6,5.2,36.4,33,12,27,0
15.4,1.7,43.5,41.3,6,11.1,15.8,71.8,37.9,32.6,6.2,35.8,32.4,11.7,24,0
12,5.6,43.6,39.5,7,12.5,18.5,73,37.4,33.2,5.5,35.9,31.8,12.6,22,0
16.5,3.7,45,45.1,10,8.4,15.1,71.5,30.4,34.3,6.5,36,36.1,11.5,21,0
16.1,3.6,49.1,43.6,5,12.7,19.3,84.9,40.3,32.9,7.5,39.9,37,14.6,26,0
18.9,2.5,48.5,45.4,5,13.3,20.5,86.5,37.2,33.3,6.8,38.4,33.8,14.1,27,0
14.1,3.6,44.7,41.3,5,11.5,19,75,35.9,35,6.5,35.6,30.7,13.4,24,0
14.5,3.8,44.5,39.9,5,9.8,18.7,68,35.2,31.9,6.4,36.4,33.2,13.8,27,0
13.1,1.8,44,42.5,8,8.6,15.1,67.4,34.7,31,5.6,39.1,29.9,11.4,22,0
14.4,2.2,48.3,43.1,6,5.6,15.2,64.2,24.6,29.3,4.3,40.4,31.5,10.7,24,0
12.1,4.9,45.6,42.6,12,11.2,14,70.3,36.6,32.1,6.7,31.8,35.4,13.5,17,0
12.4,2.5,44.8,42.6,10,9.2,18.8,68.6,33.7,31.5,6.3,37.9,34.4,13.9,21,0
14.9,3.8,44.6,45.3,12,11.9,16.7,73.7,34.5,34.8,6,31.9,35,13.2,19,0
15.5,6.1,45.8,41.6,9,10.9,16.9,73.7,35.6,34.7,6.5,33.6,38,13.3,22,0
16.7,3.5,49.3,44.1,10,10.2,19.7,80.6,35.5,35.1,8.5,37.7,34.2,16,20,0
17.8,4.4,48.4,42.7,7,11.4,16.2,74.2,35.5,31.7,6.5,36.1,36.8,12.9,26,0
16.2,4.5,43.9,40.4,10,11.5,18.6,71.5,37.6,34.8,7.5,33.6,31,14.8,20,0
14.3,1.7,46.5,38.5,4,8.5,17.3,66.1,32.3,29.4,7.1,39,31.8,14.6,26,0
13,2.7,44.9,43.5,10,8.3,16.7,68.6,32.3,31,4.6,37.4,35,12.2,20,0
15.9,8.8,47.3,38.3,3,13.5,15.5,81.8,43.8,34.3,7.8,36.6,30.7,14.2,27,0
18.3,1.7,45.6,42.1,10,10.8,18.4,77.5,39,33.2,5.4,37.2,34.8,12.6,20,0
15.2,5.6,48.7,42.9,3,8.3,17.3,81.1,33.4,36.1,7.1,38.6,30.3,13.6,30,0
16.7,5.3,50.1,39.8,6,9.6,15.9,78.3,35.9,32.3,7.4,39.2,31.7,14.2,27,1
14.5,3.5,48.1,38.8,7,8.9,15.1,69.4,34.9,32.8,6.3,35.6,31.7,12.7,23,0
17,4.5,46.6,42.2,2,12.5,18.3,78.7,38.1,34.6,6.4,35.6,32.8,13.9,26,0
15.6,3.6,46.8,42,9,9.5,14.7,66,32.7,28.9,5.1,35.5,34.8,11.2,21,0
13.9,2.8,47.7,43.2,3,10,18.8,80.1,37.6,33.9,6.2,36.3,34.6,13,27,0
12.2,3.1,41.4,40,15,11.5,20.6,66.3,39.7,35.1,7.1,32.1,33.8,15.9,16,0
15.2,2.4,45.8,40.5,6,11.1,17.6,70,35.8,29.8,5.4,36.1,31.7,11.8,25,0
15,2.3,46.1,43.6,11,9.1,18.5,72,34,33,6.9,39.5,31.1,14,18,0
15.5,4.1,48,43.3,7,11.4,18.6,79.8,36.8,34.4,7.3,40.2,34,14.8,23,0
14.7,4.9,43.2,38.1,8,9.4,15.2,66.3,37.8,34.1,7.6,33.6,31.7,14.7,25,0
17.8,5.6,47.5,37,7,11.6,18.2,75.2,39.5,34.2,7.2,38,34.4,15.4,25,0
13.3,2.4,44.7,44.6,8,9.5,20,72.3,33.4,30.4,5.8,35.9,33.3,13.1,25,0
14.1,3,44.7,42.5,12,11.3,17.1,70.8,36.3,33.4,5.3,35,32.6,12.8,21,0
15.2,6.6,46.5,40.7,8,12.2,15.7,73.1,40.2,32.4,6.5,32.4,34.4,15.3,23,0
15.5,3,45.5,40.7,10,10.3,19.3,75,36.1,36.1,6.9,39.7,32.7,14.6,20,0
15.1,6.4,45.1,38,3,14.1,20.4,80,41.3,34.6,7,35.4,30.3,15.4,30,0
16.7,3,47.7,43.5,11,9.5,18.4,74.1,35.7,30.5,6.2,37.8,36,13.8,22,0
14.8,3.6,44.1,39.3,14,6.9,16.8,64.4,32.7,37,7.4,33.7,32.2,14.8,18,0
18.2,3.1,49.2,43.9,6,9.7,18.1,79,35.4,32.1,6.3,37.3,35.8,13.7,23,0
15.6,4.7,45,39.9,6,11.8,18.3,71.1,36.8,34,6,35.3,30.8,12.4,24,0
17.8,4.2,47.7,41.1,7,12.5,17.1,79.4,40.3,31.8,9.1,37.5,33.1,16.4,22,0
13.3,3.8,45.4,40.3,9,7.6,14.5,65.6,33.4,31.9,5.8,34.1,32.4,12,23,0
15.6,4.4,46.6,41.3,9,7.6,17.6,74.5,32.7,35.8,6.9,37.1,31,13.4,21,0
15.6,4.8,45.6,40.1,5,11,16.2,72.8,38.4,34.1,6.3,36,30.4,12.8,27,0
17.3,3.3,46.1,43.4,7,12,20.5,75.7,36.1,34.4,7.3,36.7,34.3,15.5,25,0
15.3,2.8,46.5,42.4,5,8.8,15.3,73.8,34,34.6,5.1,36.5,30.7,11.8,25,0
14.6,3.4,45.1,43.8,8,12.5,17.2,68.8,36.6,27.7,6.9,35.9,38.9,14,20,0
16,4.2,46,43.9,11,11.4,17.7,74.9,36.8,32.1,7.1,38.9,35.1,14.3,21,0
16.1,2.1,48.6,40.9,7,8.6,15.5,74.3,35.5,31.8,6.9,38.8,33.1,12.9,24,0
14.1,2.7,44.5,42,8,8.9,18.3,68.5,31.7,33.5,6.8,32.3,36.9,12.8,20,0
16.6,3.9,45.9,39.8,7,11.3,16.9,72.5,39,31,5.7,34.6,34.4,13.8,24,0
14.1,1.4,45.2,44,6,10.1,18.6,73.6,33.8,33.7,6.1,36.7,30,13.3,24,0
12.2,3.2,41.2,40.6,10,10,19.8,60.4,32.5,31.5,6.2,33.3,30.5,13.9,22,0
13.1,3.1,46,43.8,8,11.5,16.5,74.4,35.7,31.8,6.8,39.6,33.4,14.8,24,0
12.4,2.7,40.9,42.2,11,10.5,19,67.8,36.8,34.8,6.7,33.5,33.4,13.1,18,0
12.4,3.8,43.9,39,12,11.4,18.1,65.6,39.2,35.4,8,32.2,31.5,17.1,20,0
15.5,6.3,43.8,39.8,11,12.1,17.9,72.4,38.2,37.6,7.4,33.9,34.2,14.9,23,0
16.8,3.3,46.4,47,7,10.4,18,80.4,33.5,36.3,6.2,38.7,36.3,12.7,21,0
14.9,5,46.2,38.4,6,12.6,15.2,75.2,40.3,29.9,6.6,37.3,32.2,13.3,27,0
16.4,3,44.6,41,8,9,21.5,68.7,32.2,32.8,6,36.1,34.5,13.3,21,0
15.5,3.6,45.3,41.8,6,9.3,18,74.4,31.3,39.5,6.3,34.3,33.6,12.6,24,0
14.1,2.8,47.3,41.5,6,9.8,16.7,67.7,33.5,28.9,5.2,34.6,32.9,14.1,27,0
15.5,1.7,43.2,38.9,7,10.8,20.6,68.2,36,34.1,5.5,33.8,28.2,12.5,25,0
17.3,2.8,49.8,41.9,8,8.1,15.4,72.1,33.8,31.1,6.2,40.1,35.3,13,23,0
12.2,4.8,41.7,42.1,4,11.6,18.7,74.2,36.3,35.4,5.2,37.5,33.7,11,25,0
17.5,2.8,44.5,44.9,10,6.6,12.7,70.7,27.7,37.5,4.8,35,33.2,8.5,20,0
16,3.5,47.1,43.6,6,12.9,19.2,82,37.7,31.9,6,36.5,32,14.6,24,0
14.9,1.8,44.1,40.3,8,10.4,15.6,69.2,37.7,32.1,6.4,36.6,33.8,12.7,24,0
12.5,2.9,43.5,44.5,8,12.6,19.2,74,38.2,32.5,6.5,33.5,32.4,13.4,21,0
15.8,3.3,44.8,40.1,7,11.2,17.1,73.4,36.4,30.9,6.3,36.2,31.6,14,23,0
13.6,3.4,43.2,42.7,11,11.6,17.1,71.1,36.3,34.5,6.2,34.7,34,11.6,19,0
15.6,5,46.1,39.6,10,9,17.9,71.6,35.1,32.6,6,37,31.6,12.5,21,0
13.2,2.5,45.3,43.9,9,9.5,19.2,67.9,33.7,30.9,6.1,37.2,35,13.1,23,0
16.2,3.3,47.8,44.1,10,10.9,13.7,78,37.4,31.9,6,34.1,35,13.8,20,0
14.9,6.3,46.1,41.1,13,9.7,17.5,71.1,35.2,32.8,7.7,34.6,32.9,14.9,21,0
15.5,3.2,46.2,39.2,9,10.2,18.3,72.4,37.2,34.5,8.9,35.5,28.5,15.7,23,0
14.6,5.7,47.8,44.4,11,10.6,15.3,74.3,34.6,32.9,6.9,34.9,33.1,13.5,20,0
12.2,1.9,43.5,40.6,6,7.5,19.1,67.6,29.6,31.3,3.5,36.8,33.4,9.4,27,0
15.9,3.5,49.1,43.4,8,10.6,19.5,78.1,37.4,31.3,6.7,41.5,33.8,13.4,25,0
12.5,3.5,43.3,44.2,11,10.5,16.1,68.8,35,33,6.8,38.6,33.8,13.8,22,0
13.4,2.5,44.5,41.6,10,9.5,16.7,67.3,32.8,30.9,5.8,33.8,35.1,12.5,22,0
16.4,2.7,44.9,42.4,4,12.3,17.7,81.3,40.5,34,6.7,36.9,35.5,14.5,29,0
13.1,4.8,46.9,42.2,10,9.9,17.5,70.4,35.3,30.4,7.6,38.1,31.4,15.2,22,0
14.5,2.5,46.2,45.6,11,7.4,13.6,65.2,28.2,32.2,6.9,35,35.8,13.3,21,0
15.4,4.9,52.6,40.7,5,10,15.6,79.8,37.7,29.2,7.2,40.9,28.5,14,29,1
13.3,1.8,45,41.9,13,11,18.5,70.5,36.8,33.4,7.4,36,34.7,17.1,21,0
14.4,4.4,45.8,41.3,8,10.4,18.8,70.2,34.1,33.3,6.3,36.8,32.9,13.6,23,0
14.8,5.1,50.5,38.3,6,9.9,16.4,69.1,33.8,28.4,6.8,37,30.3,13.2,26,0
15.3,3.6,49,43.8,11,12.6,20.8,78.6,36.4,30.7,7,37.2,33.1,15.5,20,0
14.5,3.6,48.3,39.9,10,9.3,19.2,78.5,37.4,33.4,6,39.4,33.9,13.6,23,0
13.6,3.6,43,41.4,8,10.1,18.3,63.9,32.1,27.8,6.2,35.1,37.8,15.1,25,0
13.9,2.8,43.2,40.2,11,10.9,17.3,64.1,35.2,30,5.4,34.9,32.6,13.6,23,0
13.3,4.3,44.6,41.6,10,10.1,20.5,70.2,33.8,31.4,5.9,38.1,31,12.3,20,0
13.4,3.1,41.7,44.9,13,11,20.7,71.1,35.8,38.4,6.7,31.3,34.1,15.1,20,0
17.1,6.5,49.4,37.6,4,11.5,18.8,78.4,39.7,32.8,6.9,39.6,31.8,14.1,30,0
15.8,4.7,47.6,41.2,11,9.3,16.1,73.4,36.2,33.1,6.9,35.5,33.5,14.2,21,0
14.2,2.8,45.4,44.4,7,11.5,17.5,80.5,36.6,37.6,6.5,37.5,37.8,13.9,24,0
14.6,4.2,43.4,40.2,9,12.1,20.5,71.6,36.7,34.8,5.8,33.3,32.9,12.6,23,0
14,3.4,43.6,42,9,12.5,20.3,71.9,36.9,33.5,7.1,33.3,34.5,14.4,24,0
17.3,6.9,47.8,38.9,8,11.4,18,79,38.9,36.9,8.1,38.6,30.2,15.9,24,0
14.5,5.9,45.5,39.2,3,13.4,19.8,78.9,39.7,34.4,5.7,35.1,31.3,13.2,30,0
12.8,4.1,46,40.7,14,6.6,16.9,59.5,30.2,30.6,7,33.3,32.4,13.1,18,0
16,4.6,46.9,38.5,11,10,18.6,65,34.8,27.7,6.1,37.5,32.2,14.7,22,0
18.4,4.5,49.9,41.5,6,12.4,17.1,85.7,40.9,32.3,7.5,35.8,33.7,13.6,28,0
12.6,4.4,45.7,41.6,10,12.5,20.3,77,39.9,34.3,6.5,37,36.1,15.7,23,0
16.7,4.4,48.4,40.9,4,10.2,16.8,77.4,38.2,31.6,5.9,40.6,31.4,13.1,28,0
13.9,2.8,47.9,43.8,8,12.3,20.5,78,37.9,32.9,6.5,38.8,33.3,16.8,25,0
13.3,1.6,41.8,46.8,11,12.8,17.3,75.8,38.3,34.6,6.1,34.3,35.8,13.4,22,0
17.3,3.4,45.9,41.7,7,11,18.2,81,38.4,34.1,6.6,39,34,12.8,24,0
14.9,5.6,47.2,40.4,3,10.3,13.7,74.5,35.7,32.7,5,36.1,33.6,11.3,30,0
14.6,3.5,43.1,41.2,8,10.7,18.8,69.4,36.8,32.5,5.2,34.6,33.5,12.1,24,0
13.5,4.5,46.6,41.8,10,9.6,17.7,71.8,35.4,31.1,5.7,36.2,32.3,14.9,23,0
13.9,2,45.2,43.9,7,10.2,16.3,75.9,34.4,32.4,5.7,39,31.6,12.4,26,0
17.4,3,48.8,43.4,8,8.9,18.5,74.1,33.1,33.3,7.1,36.2,35.9,13.7,22,0
17.5,3.6,47.2,40.7,7,10.3,16.5,71.3,35.9,31.3,5.1,38.2,30.9,11.6,27,0
13.7,2.6,46,42.5,11,9.9,19.8,69.9,33,31.8,7,35.7,32.7,13.9,21,0
11.5,3.2,44.8,41.8,6,8.4,20.3,62.9,29.7,28.5,6.5,36.8,33.9,13.6,27,0
14.8,5.9,44.8,41.4,12,11.4,18.3,69.5,38.5,32.6,8.2,34.9,33.7,14.7,18,0
15.6,3.1,44.8,45.7,10,12.3,20.1,80.9,35.7,37,6.3,36.5,34.8,13.9,22,0
13.9,5.6,44.5,41.1,9,12.6,17.5,81.7,39.7,37.5,5.8,38.9,36,12.3,24,0
17.4,3.3,49.8,37.5,6,8.7,19.5,75.6,35.8,30.7,4.7,42.2,29.4,12.1,25,0
18,2.9,52.2,43.5,6,10,19.1,79.2,35.5,30,7.6,40.2,35,16.1,26,0
13.3,1.8,45.3,46.1,12,7.8,17.4,71.7,30.9,35.6,5.2,41.2,34.3,11.5,21,0
14.4,3.2,47.7,42.8,5,9.3,16.6,71.4,32.8,30.4,5.1,37.1,35.4,12,26,0
14.8,5.3,44.5,42.8,6,10.6,18.2,74.9,34.9,35.3,4.9,36,33.8,10.8,28,0
12.8,4,47.6,39,11,8.3,17.9,71.8,34.6,34.5,6,39.5,31,14.4,23,0
13.6,3,45.7,45.3,6,10.5,18.4,75,33.3,32.2,5.2,40.1,35.6,11.2,27,0
17,2.7,45.6,43.7,11,8.3,17.1,76.3,33.7,35.9,6.4,37.6,34,12.3,20,0
12.8,3.2,42.4,41.1,10,11.3,19.4,72.5,36.1,31.7,6.3,35.2,35.3,13.5,22,0
12.9,3.2,43.7,40.8,10,11.3,20,77,39,34.5,4.9,36.4,34.8,13.5,20,0
13.2,4.6,46.8,41.7,11,9.7,18.1,71.5,33.3,33.8,4.5,36.3,34.9,10.6,21,0
13.9,4.6,46.5,40.4,7,6.8,16.2,66.9,30.7,32.9,4.6,37.2,33.1,10.4,25,0
13.7,2.4,48.6,43.9,11,8.3,19.1,70.8,32.9,32,6.4,39.5,32.3,16.1,20,0
16.7,3.7,47.7,41.1,4,10.8,17.1,74.9,37.6,30.9,6.1,36,32.7,12.9,28,0
13.5,3.1,46,41,5,9.8,15.2,70.2,34.9,30.4,5.6,35.2,34.4,11,29,0
12.2,1.5,43.8,42,9,8.8,17.4,64.4,32.2,32.8,4.7,34.7,32.4,12.1,23,0
14.9,3.5,47.6,43.1,8,9.6,17.7,76.3,33.7,31.4,5.5,39,31.5,12.5,24,0
11.6,2.6,44.2,41.5,11,7.8,17.7,64.8,32.1,29.7,6.2,41,35,13.2,21,0
15.5,3.5,47.5,44.1,14,7.1,16.3,71.9,31.3,32.4,5.1,39,34.6,12,19,0
14.4,5.2,46.8,42.6,11,11.3,18.8,74.1,36.5,32.4,6.7,34.1,33.5,15,22,0
14.3,2.1,44.6,46.6,10,9,17.6,74,31.9,34.3,6.7,38.2,37.4,12.3,24,0
12.1,4.3,45.4,43.1,10,10.2,20.7,81.3,37.5,37.7,5.2,37.8,35.4,12.5,21,0
17.3,1.9,45.2,45.6,8,10.7,18.4,79.8,36.8,35.2,7.5,36.5,34.5,14.5,25,0
17.8,2.4,50.8,44.2,8,8.8,17.4,81.4,35.9,33.6,6.3,41.7,37.6,15.3,25,0
13.1,2.4,44.9,43,3,8,17.3,68.8,29.8,31.1,4.7,38,31.8,10.2,29,0
16.8,3.8,46,38.9,7,8.7,17.7,73.7,38.6,34.3,6.8,37.3,30,14.1,27,0
15.7,5.4,45.7,43.7,9,14.4,19.5,79.2,38.4,36.1,6.8,37.3,30.5,14.5,24,0
14.8,8.6,46.2,38.7,8,11.8,15.2,77.5,41.9,35.5,7.7,36.1,34.9,13.6,24,0
9.1,2.1,39.9,43.8,20,9.4,18.8,59.8,31.3,36.1,6.8,31.5,34.4,14.3,16,0
14.9,3,48.6,42.7,5,7.9,18.2,76.3,33.8,33.3,6.3,40.8,36.2,13.5,22,0
15.3,1.5,47.3,46.4,8,10.5,19.1,81.8,35.9,35.1,6.2,38.5,37.5,13.5,24,0
17.1,3.2,46.9,42.2,6,10,18.1,77.9,36.2,33.1,5.5,36.4,35.6,11.7,26,0
14.7,2.6,44.6,43.5,4,10.3,14.9,73.9,34.3,31.3,5.8,36.9,35,11.8,28,0
14.6,3.9,46.2,43.5,5,10.9,19.2,83.2,37.1,36.9,5.7,37.7,32.9,13.5,27,0
13,3.2,46.5,42,10,9,15.4,69.3,34.6,30.6,5.7,34.8,33.2,11.7,23,0
15.5,4.8,49.1,36.8,5,8.3,17.6,69.6,35,31.9,6.9,38.4,29.8,13.3,27,0
11.5,3.4,42.9,42.7,16,11.4,17.9,68.1,38.1,34.1,6.9,33,31.4,14.7,17,0
14.5,4.7,48.5,39.6,7,9.7,17.7,76.5,38.5,32.2,7,37.5,32.6,14.2,25,0
13.4,3.8,46.3,41.2,7,10.3,17.3,75,37.9,32.2,6.1,35,35.4,13.4,25,0
18,5.9,50.8,37.9,3,10.7,17.7,80.5,38.8,31,6.4,39.7,32.8,13.2,31,1
15.5,3.4,44.3,42.4,11,14.5,20.1,78,41.3,32.9,7.1,31.7,37.4,15.1,20,0
13.9,3.8,46.4,41.2,6,9.3,18.7,68.9,33.5,32.3,7.1,36.6,32,14.7,28,0
12.7,4.8,46.9,39.6,12,8.6,18.8,68.5,33.6,31.9,6.2,36.9,32.7,15.4,18,0
15.1,4.9,46.3,38.7,8,10.4,18.2,72.5,37.3,34.5,5.9,35,30.4,13.6,24,0
14.7,3.7,44.6,41.6,9,11.6,20.9,75.9,37.1,34.4,6,35.3,30,12.6,24,0
15.1,3.5,45.1,43.4,8,9.6,16.2,74.2,34.1,35.3,4.7,38.9,35.1,9.5,24,0
15.9,6.1,46.6,39.1,1,12.7,17.2,79.9,40.6,34.4,5.8,35.9,30.7,11.6,33,0
13.4,4.5,43.7,40.7,10,11.5,18.7,74.8,38.1,36.1,6.4,38.5,35.3,13.3,22,0
17.5,4.2,48,40.2,8,10.6,18.4,71.2,37.1,30.3,5.9,37,31.1,13.3,25,0
11.4,2.7,39.8,44.3,15,10.2,17.6,61.7,33.7,35.8,6.2,33.7,31.6,13.8,17,0
13.2,7.9,46,37,10,10.6,16.7,73.2,41.1,36.8,6.6,33.4,31.8,14.7,22,0
12.9,3.6,44.3,42.3,14,8.7,19.7,69.2,34,35.9,6.1,36.1,32.2,14.1,18,0
16.6,4.4,48.8,42.6,2,13.7,16.9,88.6,43.5,32.6,7.9,37.2,32.6,14.3,32,0
18.4,3.8,45.4,41.1,7,11.4,15,79,41.7,35.9,6.4,40.5,33.5,12.9,24,0
12.5,3.9,44.2,41.4,11,10.1,16.9,67.9,35.3,32.8,6.8,34.8,32.6,12.8,22,0
13.4,3.9,44,40,8,9.9,16.7,69.2,36.4,33.9,5.7,36.9,33.6,12.9,24,0
14.9,2.5,48,44.4,13,8.5,18.3,76.6,34.3,32.7,5.8,39.2,33.4,12.5,18,0
15.6,3.4,45.6,42,9,12.6,16.1,73.8,37.9,33.6,4.8,33.5,33.3,11.9,26,0
15.8,3.3,46.4,44.3,9,10.2,17.8,73.9,34.3,32.1,6.8,39.3,34.4,14.5,23,0
13.2,4.4,42.4,43.6,8,9.9,19.6,69.6,33.4,32.9,5.8,37.3,34.8,12.6,24,0
15.4,3,47.4,42,6,11.1,17.2,75.1,37.1,30.8,7,36.2,33.4,13.6,26,0
13.2,3.1,45.1,44.1,13,9.1,17.5,65.7,33.4,32.4,6.9,34,34.5,14.6,21,0
14.4,3.5,45.1,45.2,10,9.8,15.4,76.9,34.1,38.3,5.4,38.2,37,11.1,22,0
14.8,4.5,47.7,43.7,12,8.6,17.5,73.1,32.3,32.1,6.4,38.6,37,12.5,21,0
14.6,5.2,45.8,40.5,6,11.3,17.4,75.7,37.9,34.8,5.3,36,30.6,13.6,25,0
14.6,5.2,44.9,39.6,7,11.9,16.9,70.9,39.5,31.7,5.9,36.6,33.3,12.1,26,0
15,4.3,46.9,42.5,12,7.5,17.6,72.3,32.1,34.1,5.8,36.8,35.7,12.4,21,0
17.6,3.3,45.8,43,4,12.7,20.7,81.8,37.8,37.2,5.8,35.7,31.2,13.1,29,0
13.2,5.2,45.2,38.9,6,11.6,16.6,75.5,38.7,35.7,4.6,38.6,32.6,9.4,28,0
13.8,4.1,46.7,39.6,10,10,16.9,70.8,39,31.9,5.6,36.1,33.7,12.6,24,0
14.2,2.6,47.7,40,11,9.5,19.7,73.4,37.9,34.8,7.6,34.8,32,17,21,0
14.5,4.3,47.6,41.7,3,11.3,14.6,73.6,36.8,28.6,4.9,35,32.4,12.2,31,0
14.6,3,42.2,41,7,9.1,17.3,69.7,34.6,36.5,4.7,33.2,30.8,10.6,26,0
12.4,4.4,48,39.4,11,7.9,16,69,33.5,33.5,7.1,38.7,30.7,14.5,21,0
17.8,3.5,46.5,43.8,7,9.1,18.1,80,35.3,36.1,6.9,39.9,35,14.4,26,0
13.3,2.8,43.1,43.6,12,11.1,20.7,72.8,36,33.6,6.6,34.4,36.5,14.1,20,0
12.7,3.7,47.1,42.3,6,11.3,21.3,77.4,35.1,32.6,6.3,39.2,33.2,14.1,27,0
15.4,5,45.3,42,10,10.4,19.1,74.8,36.1,34,5.6,35.5,35.8,11,24,0
13.7,2.9,47.4,41.4,8,6.6,15.3,66.4,29.9,30.7,4.3,37.2,33.2,10,24,0
12.8,3.6,43.8,39.6,11,10.2,17.3,64.9,35.1,32.1,6.4,37,30.9,12.6,22,0
12.6,3.3,44.9,38.3,4,10.3,14.3,67.3,35.8,30.1,6.3,35.6,31.3,11.8,29,0
15.2,3.4,47.4,40.9,6,9.9,17.3,75.1,35.9,30.7,6.5,39.1,33.5,12.7,27,0
12.4,2.2,41.8,40.3,12,9.6,20.7,66.8,33.4,34.4,7.4,33.2,29.1,13.5,23,0
13.9,4.8,46.6,39.5,9,9.4,17.4,68.9,35.1,34.8,6.3,33.2,30.3,13,22,0
13.2,2.5,46.6,39.7,7,8.2,18,64.5,32.7,30.3,6.1,37.5,33,12.8,24,0
14.3,3,47.4,43.8,13,9.6,15.6,72.3,33.8,31.6,5.5,38.9,34.9,12.5,19,0
15.5,2.1,48,41.1,9,7.5,15.9,69.4,31.2,29.9,5.9,37,31.9,11.4,24,0
12,4.2,44.1,41.2,8,9.6,20.4,70,34.4,36.5,6.3,33.4,32.2,13.2,23,0
14.8,4.3,44.3,42.6,11,12.6,18.1,74.4,36.9,34,6.9,33.4,32.8,13.2,22,0
